,Title,published_date,Views,Likes,Comments,Month
1815,Dubsmash Bollywood compilation | YouTube vines,2015-05-26,42661,1974,42661,May
1816,Honda cbr1000rr Fireblade repsol special edition | racefit exhaust | elli avram,2015-05-23,28566,482,28566,May
1817,Bluetooth headset for any helmet | Plug & Play | Budget Gadget,2015-05-20,136154,3335,136154,May
1818,Dubsmash india | Bollywood style | YouTube motovlogger,2015-05-18,230693,11789,230693,May
1819,Ducati monster 795 | test ride | 2015,2015-05-17,136698,2044,136698,May
1820,Ducati scrambler 2015 | start-up | exhaust sound.,2015-05-16,126709,901,126709,May
1821,2015 KTM duke 390 vs 2013/2014 KTM duke 390 | review,2015-05-11,139763,1965,139763,May
1822,Ducati Monster 796 exhaust note | 2015 | ABS,2015-05-05,41939,382,41939,May
1823,"USB charger for motorcycle | KTM, Bajaj,Tvs,Royal enfield,",2015-05-03,97420,1927,97420,May
1824,Benelli TNT 600 GT Review | exhaust note | 2015,2015-04-27,94161,935,94161,Apr
1825,Automatic express motorcycle wash,2015-04-15,13496,327,13496,Apr
1826,Horrible peak time traffic - Daily observation on a KTM duke 390,2015-04-12,92742,2329,92742,Apr
1827,This is how ABS - anti-lock braking system save life.,2015-04-05,662384,8141,662384,Apr
1828,"Mumbai to Nashik - Duke 390, Duke 200, Apache RTR 180, Honda Cbr 250r, Cbr 150r.",2015-04-05,162421,2523,162421,Apr
1829,Bajaj Pulsar RS200 short review - first impression - exhaust sound,2015-03-31,317045,2733,317045,Mar
1830,Mumbiker Nikhil | 19 year old boy | All around the world.,2015-03-27,253641,8630,253641,Mar
1831,"Michelin pilot street radial- Ktm RC 200 ,Duke 200, RC 390 and Duke 390",2015-03-23,21831,436,21831,Mar
1832,The day i broke the law - Riding a triumph Thunderbird Storm,2015-03-23,1074728,30495,1074728,Mar
1833,2015 Triumph Thunderbird storm Review - Daytona 675r,2015-03-19,15880,298,15880,Mar
1834,"Kawasaki ninja 650, duke 390, pulsar 220, Gold wing - Ride back from IBW",2015-03-16,15671,338,15671,Mar
1835,Zeus All Terrain Riding Jacket Review,2015-03-14,153389,3205,153389,Mar
1836,"Mumbai to Daman and back - duke 200, Yamaha r15, pulsar 200 ns, duke 390.",2015-03-08,70195,1251,70195,Mar
1837,Jammu - Katra highway - NH44,2015-02-26,42663,1004,42663,Feb
1838,"Mumbai to charoti - ninja 300,ktm duke 390, pulsar 200NS, yamaha r15",2015-02-10,296505,2608,296505,Feb
1839,Mumbai international motor show 2015 - Walk around - Benelli,2015-02-05,6224,155,6224,Feb
1840,"KTM RC 200 and RC 390, Duke - Which Fuel to use Normal or premium ?",2015-01-29,47273,586,47273,Jan
1841,Top 14 Motorcycling myths.,2015-01-27,44974,1531,44974,Jan
1842,Why we celebrate Republic day - Obama visit to india,2015-01-24,10080,341,10080,Jan
1843,KTM Stunt show - 2015 - panvel,2015-01-20,21173,412,21173,Jan
1844,Honda Repsol edition activa - 2015,2015-01-18,8065,188,8065,Jan
1845,KTM RC 200/390 and DUKE - Mileage(fuel efficiency) - Heating problem review,2015-01-12,443470,3968,443470,Jan
1846,KTM DUKE 390 - abs - alloys - Chain sprocket - Good and bad things Review,2015-01-08,84478,1208,84478,Jan
1847,Girl crossing road using mobile phone,2015-01-06,36679,451,36679,Jan
1848,Eid Milad-un-nabi mubarak - mohammad ali road - Kawasaki ninja 650r,2015-01-04,35644,1001,35644,Jan
1849,LS2 bluetooth helmet review,2014-12-28,209857,2373,209857,Dec
1850,Firefox and trek cycle shop - mumbai - Grand opening,2014-12-25,20773,367,20773,Dec
1851,Bangalore to mumbai by road - Motorcycle - KTM DUKE 390,2014-12-24,69295,1125,69295,Dec
1852,Mumbai to Bangalore - KTM DUKE 390,2014-12-17,333040,7039,333040,Dec
1853,Getting prepared for my 1 thousand km ride.,2014-12-11,49903,1481,49903,Dec
1854,Ghost spotted  while riding.,2014-12-08,2179059,49670,2179059,Dec
1855,Lets go to Chor bazaar - mumbai - KTM duke 390,2014-12-06,260143,1553,260143,Dec
1856,"Ninja 650r, ktm duke 390, ninja 250r, pulsar 220 - mumbai to malshej to dholwad and back",2014-12-01,134527,1581,134527,Dec
1857,Daytona 675r 2014 road test,2014-11-22,480522,4971,480522,Nov
1858,KTM orange day - Some unfortunate moments - 2014,2014-11-15,14277,271,14277,Nov
1859,"KTM duke 390, Ninja 250r, MT-01, cbr 250, pulsar 200ns - Kasara ride.",2014-11-11,68170,749,68170,Nov
1860,KTM duke 390 - Kawasaki ninja 250r - Pulsar 200ns- MY top speed 175kmph,2014-11-09,8055,222,8055,Nov
1861,Daily observation #2 - KTM duke 390 - Just another day for riders in mumbai.,2014-11-03,64679,1303,64679,Nov
1862,My Daily observation- Vlog 05 - KTM duke 390 - Riding in the city in india,2014-10-30,62409,1727,62409,Oct
1863,My weekly observation - KTM Duke 390 - Nobody cares.,2014-10-22,130442,2406,130442,Oct
1864,KTM duke 390 - Vlog 04 - History about my home town Powai in Mumbai,2014-10-17,20800,648,20800,Oct
1865,How wind blast/turbulence affect a motorcycle,2014-10-15,27361,409,27361,Oct
1866,Kawasaki ninja 650r almost crashed,2014-10-15,21367,403,21367,Oct
1867,Kawasaki ninja 650r and KTM 390 - Mumbai to shirdi and back.,2014-10-14,153344,2811,153344,Oct
1868,KTM duke 390 - Vlog 2 - Daily observation and kawasaki Ninja 650 revving it at the end,2014-10-11,129695,3246,129695,Oct
1869,KTM duke 390 - VLog 01 - Let me start Vlogging,2014-10-09,551456,28893,551456,Oct
1870,My adventure with ktm duke 390 Trailer,2014-10-05,27033,521,27033,Oct
1871,"Mumbai-Dapoli-Mumbai Ride with kawasaki ninja 250r, ktm duke 390 and pulsar 200ns",2014-10-01,70741,1281,70741,Oct
1872,KTM RC 390 road test,2014-09-27,62539,539,62539,Sep
1873,Ktm rc 390 test ride experience,2014-09-27,374814,2791,374814,Sep
1874,2 ninja 250r making 4 cylinder sound(akrapovic),2014-09-27,97751,650,97751,Sep
1875,KTM duke 390 vs Kawasaki ninja 250r (100 meter drag),2014-09-25,25225,343,25225,Sep
1876,Bike ride to dapoli - Entering dapoli,2014-09-22,20554,475,20554,Sep
1877,Ktm duke 390 top speed 170kmph+,2014-09-22,24375,526,24375,Sep
1878,Breakfast halt at NH17 Mangoan city,2014-09-22,61106,1344,61106,Sep
1879,"Dapoli ladghar beach ktm duke, kawasaki ninja",2014-09-22,12876,356,12876,Sep
1880,"Ktm duke 390, ninja 250 on mumbai-goa road",2014-09-22,8456,297,8456,Sep
1881,"Ktm duke 390, kawasaki ninja 250, at NH17",2014-09-22,10507,340,10507,Sep
1882,Trying to catch a train with ktm duke 390,2014-09-22,24915,606,24915,Sep
1883,Riding Ktm duke NH17 mumbai-goa road (night ),2014-09-22,11850,398,11850,Sep
1884,Powai lake sunset time lapse,2014-09-16,22055,991,22055,Sep
1885,POWAI time lapse - mountain area,2014-09-14,15857,582,15857,Sep
1886,Ktm duke 390 and pulsar 200 ns casual ride,2014-09-14,15082,481,15082,Sep
1887,Pulsar 200 ns teasing ktm duke 390,2014-09-13,22067,533,22067,Sep
1888,Ktm duke 390 vs Pulsar 200 NS ( sord off ),2014-09-13,558939,5069,558939,Sep
1889,Powai hiranandani time lapse,2014-09-13,26894,880,26894,Sep
1890,Powai time lapse ( iit jain temple),2014-09-13,48100,1165,48100,Sep
1891,Ktm duke 390 newly replaced alloys,2014-09-01,50949,855,50949,Sep
1892,Ktm duke 390 and ninja 250 at pavana lake lonavala,2014-08-19,39722,981,39722,Aug
1893,Mumbai Pune express highway drive,2014-08-19,155341,2813,155341,Aug
1894,Malshej Ghat bik ride,2014-08-11,36998,1014,36998,Aug
1895,Heavy rain in mumbai. ninja 250r and cbr 250r,2014-07-28,26374,769,26374,Jul
1896,Entering Malshej ghat during monsoon,2014-07-28,21573,793,21573,Jul
1897,Riding in heavy rain at mumbai highway,2014-07-28,46922,1223,46922,Jul
1898,Malshej ghat heaven on earth,2014-07-27,86818,2073,86818,Jul
1899,KTM duke 390 alloys cracked,2014-07-26,182022,3122,182022,Jul
1900,Harley ride mumbai- Gopro,2014-07-14,108776,2353,108776,Jul
1901,Harley davidson fat-boy ride during monsoon,2014-07-13,137542,3463,137542,Jul
1902,Harley davidson FAT BOY ride in mumbai,2014-07-13,428796,13910,428796,Jul
